DATAFLOW,FREQ: Frequency,GEO: Geographical Region,AGE: Age Group,SEX: Sex,TIME_PERIOD: Time Period,OBS_VALUE,CONF_STATUS: Confidentiality Status,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2021,14288,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2022,14579,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2023,14825,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2018,11354,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2019,11670,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2020,11570,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2021,11193,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2022,10769,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2023,11261,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2018,10178,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2019,10239,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2020,10271,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2021,10138,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2022,10278,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,F: Females,2023,10550,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2018,14746,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2019,16169,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2020,16917,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2021,17531,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2022,18728,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y45T49: 45 - 49 years,M: Males,2023,19906,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2018,28020,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2019,28427,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2020,28544,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2021,28294,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2022,28219,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,T: Total,2023,27864,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2018,6050,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2019,6198,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2020,6158,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2021,5996,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2022,5691,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y80T84: 80 - 84 years,F: Females,2023,5886,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2018,4675,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2019,4835,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2020,4937,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2021,5009,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2022,5088,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T14: 0 - 14 years,T: Total,2023,5101,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2018,789,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2019,828,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2020,827,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2021,762,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2022,798,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,M: Males,2023,823,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2018,1035,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2019,1067,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2020,1075,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2021,1044,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2022,1026,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y20T24: 20 - 24 years,F: Females,2023,1006,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2018,2391,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2019,2437,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2020,2416,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2021,2406,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2022,2378,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,T: Total,2023,2347,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2018,565,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2019,667,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2020,719,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2021,836,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2022,933,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y75T79: 75 - 79 years,M: Males,2023,1010,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2018,2,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2019,3,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2020,3,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2021,0,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2022,1,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y_GE100: 100 years and over,F: Females,2023,4,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2018,32169,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2019,32748,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2020,32700,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2021,32679,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2022,33298,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y0T14: 0 - 14 years,F: Females,2023,33598,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2018,11045,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2019,11027,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2020,10503,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2021,10503,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2022,10690,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2023,10750,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2018,41939,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2019,44773,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2020,43550,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2021,42987,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2022,46662,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2023,50672,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2018,42644,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2019,46992,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2020,47715,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2021,48553,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2022,52843,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2023,56779,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2018,21156,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2019,23420,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2020,23908,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2021,24630,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2022,26810,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y35T39: 35 - 39 years,M: Males,2023,29238,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2018,716,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2019,720,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2020,741,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2021,797,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2022,821,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,M: Males,2023,870,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2018,1550,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2019,1621,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2020,1687,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2021,1802,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2022,1924,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y90T94: 90 - 94 years,F: Females,2023,2077,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2018,252181,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2019,266559,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2020,267614,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2021,270469,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2022,284821,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,_T: Total,M: Males,2023,298746,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2018,21483,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2019,22073,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2020,22150,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2021,22577,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2022,23187,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2023,23293,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2018,14328,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2019,14253,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2020,14100,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2021,14288,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2022,14579,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y65T69: 65 - 69 years,F: Females,2023,14825,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2018,11354,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2019,11670,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2020,11570,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2021,11193,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2022,10769,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y80T84: 80 - 84 years,T: Total,2023,11261,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2018,2104,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2019,2244,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2020,2400,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2021,2568,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2022,2725,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2023,2850,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2018,19860,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2019,21594,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2020,22011,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2021,22217,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2022,23390,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2023,24521,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2018,30603,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2019,31149,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2020,31351,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2021,31213,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2022,31150,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y60T64: 60 - 64 years,T: Total,2023,30773,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2018,90466,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2019,93160,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2020,95266,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2021,97859,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2022,100750,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,T: Total,2023,103406,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2018,41308,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2019,42732,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2020,43867,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2021,45250,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2022,46695,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y_GE65: 65 years and over,M: Males,2023,48050,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2018,9544,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2019,9823,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2020,9884,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2021,10116,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2022,10420,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y10T14: 10 - 14 years,F: Females,2023,10428,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2018,20739,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2019,22796,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2020,22435,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2021,22348,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2022,25056,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y25T29: 25 - 29 years,M: Males,2023,28084,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2018,33894,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2019,36497,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2020,37254,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2021,37883,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2022,40464,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y40T44: 40 - 44 years,T: Total,2023,42787,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2018,38,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2019,53,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2020,52,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2021,52,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2022,50,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y_GE100: 100 years and over,F: Females,2023,55,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2018,748,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2019,787,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2020,823,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2021,790,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2022,802,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y0T4: 0 - 4 years,F: Females,2023,795,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2018,795,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2019,829,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2020,871,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2021,923,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2022,892,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,M: Males,2023,851,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,F: Females,2018,766,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,F: Females,2019,782,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,F: Females,2020,808,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y5T9: 5 - 9 years,F: Females,2021,857,,,
